,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S224900532,11/12/2022 02:42:35 a. m.,259.31s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1502,25.1108,5.0018,3.3138,5.0821,23.6645,22.9609,Passed,Passed,014565,2495.70,024F45090005576500039C4F000426F0,025044F2FFF0576AFFEF9C52FFEC2701,025D9BFB,Passed,Passed,Passed,0251D98B778B0B686DCF000789930006,0252D993777A0B696E6C00048A740002,0253D982775A0B5F6E0F000489EE0003,0254D98E776E0B5F6DE6000989C60008,0255D94E773F0B606DCF000189A20000,0256D9B677850B766E20FFF28A09FFF0,0257D99D777F0B646DF8000889DA0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2B000A,02596DFBFFF5,025A6E6AFFF5,025B6E6E0005,Passed,Passed,Passed,Passed,24692,32099,53104,47505,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.01,9.98,10.04,0.01,0.01,0.00,0.00,9.99,10.01,10.06,10.02,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9999,9999,10000,10001,9999,10000,10000,10.01,10.01,9998,10023,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900532,11/12/2022 02:46:55 a. m.,256.97s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1495,25.1312,5.0018,3.3139,5.0823,23.1634,16.2859,Passed,Passed,014565,2495.71,024F45080008576500039C4C000426E6,025044F1FFF2576DFFEC9C5CFFDE26FE,025D9BFB,Passed,Passed,Passed,0251D989778E0B686DCF000689990004,0252D98E777D0B696E6C00038A6E0002,0253D980775D0B5F6E0E000489ED0003,0254D98D77710B5F6DE6000A89C80008,0255D94B77420B5F6DCE0001899C0001,0256D9B377880B776E20FFF18A0AFFF1,0257D99A77810B646DF6000889D50007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2B000B,02596DFBFFF5,025A6E69FFF5,025B6E6D0005,Passed,Passed,Passed,Passed,24532,31988,52445,47611,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.01,9.86,10.04,0.01,0.01,0.00,0.00,9.97,10.00,10.04,10.04,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.01,10.00,9996,9998,9999,10000,10000,10000,10000,10.01,10.01,9991,10018,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900532,11/12/2022 02:51:19 a. m.,256.28s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1499,25.1272,5.0018,3.3141,5.0822,23.7769,16.4602,Passed,Passed,014565,2496.41,024F45090006576500019C51000126EA,025044F1FFF1576DFFED9C55FFE92700,025D9C07,Passed,Passed,Passed,0251D98E778F0B696DCF000689930005,0252D995777D0B6A6E6D00038A6E0002,0253D985775D0B606E0F000389F20002,0254D99277720B606DE6000889C30008,0255D95077410B606DCF000189A60000,0256D9B977890B776E20FFF28A05FFF1,0257D9A077810B646DF6000889DB0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2A000B,02596DFBFFF5,025A6E68FFF5,025B6E6C0006,Passed,Passed,Passed,Passed,24532,31988,52528,47558,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.05,10.01,10.04,0.01,0.01,0.00,0.00,9.99,10.00,10.06,10.05,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9997,9999,10000,10001,10001,10000,10001,10.01,10.01,9985,10016,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900532,11/12/2022 02:55:43 a. m.,258.42s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1500,25.1332,5.0019,3.3142,5.0822,23.7828,16.9128,Passed,Passed,014565,2495.64,024F450B0006576700049C55000226E9,025044F4FFF1576EFFEE9C5AFFED26FA,025D9BFA,Passed,Passed,Passed,0251D987778C0B686DD20006899C0004,0252D98D777A0B696E7000038A790002,0253D97F775A0B5F6E13000389FC0001,0254D98C776F0B5F6DEB000989CD0008,0255D949773F0B5F6DD2000289A20001,0256D9B277860B766E23FFF18A13FFEF,0257D998777E0B636DFA000889E40007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2E000A,02596DFEFFF6,025A6E6EFFF4,025B6E710005,Passed,Passed,Passed,Passed,21615,27786,53104,42887,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.01,10.03,10.04,0.01,0.01,0.00,0.00,9.98,10.00,10.06,10.05,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.01,9993,9997,9998,9999,9999,10000,10001,10.01,10.01,9993,10019,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900532,11/12/2022 03:00:15 a. m.,256.91s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1503,25.1225,5.0018,3.3141,5.0822,23.7262,16.8671,Passed,Passed,014565,2495.72,024F45090006576500039C50FFFB26E6,025044F2FFF0576CFFEF9C5AFFE126FA,025D9BFB,Passed,Passed,Passed,0251D98E778F0B696DCF0006898E0006,0252D996777F0B6A6E6E00028A780001,0253D985775E0B616E0F000289ED0003,0254D99277720B606DE7000889C30008,0255D95177430B606DD0000189A10000,0256D9B977890B766E20FFF28A05FFF1,0257D9A077820B646DF6000889D50007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2A000B,02596DFAFFF6,025A6E68FFF6,025B6E6E0004,Passed,Passed,Passed,Passed,24532,31988,52319,47505,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.01,10.03,10.04,0.01,0.01,0.00,0.00,9.98,9.99,10.05,10.03,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9997,9998,9999,10001,9999,10000,10000,10.01,10.01,9981,10013,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900532,11/12/2022 03:04:38 a. m.,257.43s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1505,25.1397,5.0018,3.3141,5.0823,23.4699,16.5243,Passed,Passed,014565,2495.59,024F450C0006576800049C52000626DA,025044F4FFF25770FFED9C55FFF526F1,025D9BF9,Passed,Passed,Passed,0251D986778A0B686DD2000789980006,0252D98C77780B6A6E7000028A780001,0253D97C77590B5F6E13000489F30003,0254D98A776E0B5F6DE9000A89C80009,0255D948773D0B606DD3000089A60000,0256D9B077840B766E24FFF28A0EFFF0,0257D997777D0B656DF9000789DF0006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E2E000B,02596DFDFFF7,025A6E6CFFF6,025B6E710005,Passed,Passed,Passed,Passed,24692,32210,53185,47184,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.01,10.00,10.04,0.01,0.01,0.00,0.00,9.99,10.00,10.04,10.01,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9999,10000,10001,10001,10002,10001,10002,10.01,10.01,9978,10012,Passed,Passed,Passed,Passed,9.97,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900561,11/12/2022 03:09:40 a. m.,258.92s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1543,24.8059,5.0001,3.3331,5.0913,23.6842,23.0683,Passed,Passed,014565,2493.92,024F44D50008575C00049C39FFFB26FB,025044B0FFF15740FFEF9C3CFFE926FF,025D9BDF,Passed,Passed,Passed,0251DAF1782E0B746DF8000789E40006,0252DB0A78180B726E2A00058A310002,0253DB0D78320B736E4300058A480003,0254DB20783C0B716DE3000989D10009,0255DAE078230B756D9B000389760001,0256DB0778320B866E2AFFF28A2BFFF1,0257DB1A78200B6E6E2D00078A270008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E0A000C,02596E8FFFF6,025A6E44FFF5,025B6E650006,Passed,Passed,Passed,Passed,21430,28460,60102,48891,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.09,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.08,10.06,0.01,0.01,0.01,0.01,10.08,10.01,10.05,10.05,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.01,10001,10002,10000,10002,10004,10004,10004,10.01,10.01,10008,10020,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900561,11/12/2022 03:14:06 a. m.,256.58s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1517,24.9277,5.0002,3.3344,5.0919,23.7476,16.3423,Passed,Passed,014565,2495.40,024F44D70005575A00039C37000226EF,025044B2FFEF5740FFED9C3AFFED2700,025D9BF6,Passed,Passed,Passed,0251DAF278350B766DF8000689DF0006,0252DB0678200B736E2A00048A2C0004,0253DB0E78380B766E4400028A480002,0254DB2478420B736DE3000889CC0008,0255DADD78290B766D9D0002897C0001,0256DB0778390B876E2BFFF08A2BFFF0,0257DB1A78270B6E6E2D00098A260008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E0B000A,02596E91FFF4,025A6E45FFF4,025B6E650007,Passed,Passed,Passed,Passed,21055,27786,59364,47769,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.13,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.07,10.06,0.01,0.01,0.01,0.01,10.08,10.02,10.04,10.06,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10000,10000,9999,10000,10000,10001,9998,10.01,10.01,9989,10010,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900561,11/12/2022 03:18:30 a. m.,256.67s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1517,24.9515,5.0003,3.3347,5.0919,23.6670,16.6718,Passed,Passed,014565,2493.76,024F44D60007575900029C37FFFC26E5,025044B0FFF2573EFFED9C3AFFED26F3,025D9BDC,Passed,Passed,Passed,0251DAF5783A0B756DF6000789E40005,0252DB0B78280B736E2900058A270004,0253DB12783D0B746E4200038A430004,0254DB2778460B736DE2000889D10008,0255DAE2782F0B766D9B000389720003,0256DB0B783F0B876E29FFF28A27FFF0,0257DB1D782C0B6E6E2C00088A230008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E08000C,02596E8DFFF6,025A6E42FFF7,025B6E630006,Passed,Passed,Passed,Passed,20673,26805,58474,47505,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.12,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.09,10.06,0.01,0.01,0.01,0.01,10.06,10.02,10.04,10.06,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.01,10.01,10.00,10.01,10.00,10.00,9992,9993,9995,9997,9996,9996,9997,10.01,10.01,9989,10011,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900561,11/12/2022 03:22:55 a. m.,258.58s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1517,24.9625,5.0003,3.3348,5.0920,23.6680,16.1727,Passed,Passed,014565,2495.26,024F44D50008575800029C3E000226EC,025044B0FFF2573FFFEC9C3EFFEA2700,025D9BF4,Passed,Passed,Passed,0251DAFA78380B766DF6000789DF0006,0252DB1278230B736E2800058A270004,0253DB16783B0B756E4100048A430003,0254DB2978450B736DE2000989CC0008,0255DAE6782B0B756D9B000489770002,0256DB0E783C0B876E29FFF18A26FFF0,0257DB2178290B6F6E2C00098A270008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E09000A,02596E8FFFF3,025A6E43FFF4,025B6E630007,Passed,Passed,Passed,Passed,20479,25925,57999,47076,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.03,10.03,10.06,0.01,0.01,0.01,0.01,10.06,10.01,10.05,10.06,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.01,10.00,10.00,10.00,10001,9999,10000,10000,10000,10000,10001,10.01,10.01,9991,10013,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900561,11/12/2022 03:27:20 a. m.,259.31s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1515,24.9690,5.0003,3.3350,5.0920,23.7535,16.3136,Passed,Passed,014565,2495.46,024F44D60007575700049C3AFFFA26FD,025044B1FFF0573EFFED9C3DFFE82706,025D9BF7,Passed,Passed,Passed,0251DAFD783C0B756DF6000689E00006,0252DB1478290B756E2800048A270003,0253DB1A78400B756E4200038A430004,0254DB2D78480B736DE1000889CC0008,0255DAEA78310B776D9B000289720002,0256DB1278400B886E28FFF18A27FFF0,0257DB25782E0B706E2C00078A1E0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E07000B,02596E8DFFF4,025A6E41FFF6,025B6E620004,Passed,Passed,Passed,Passed,20673,26661,58599,47022,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.09,0.08,0.06,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.10,10.03,10.06,10.06,0.01,0.01,0.01,0.01,10.09,10.01,10.05,10.05,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.01,10.01,10.00,10.00,10.00,10.01,9974,9994,9996,9998,9998,9997,9998,10.01,10.01,10002,10015,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900561,11/12/2022 03:31:45 a. m.,258.97s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1515,24.9728,5.0003,3.3350,5.0919,23.6639,22.9226,Passed,Passed,014565,2494.66,024F44D50008575600039C30000B26EA,025044B0FFF2573AFFEE9C3CFFEE26FA,025D9BEB,Passed,Passed,Passed,0251DB00783C0B766DF5000589DE0005,0252DB1678270B746E2700058A220004,0253DB1C783F0B766E4100038A3E0003,0254DB3078490B736DE0000889CC0007,0255DAEB782F0B766D9A000289720002,0256DB1478400B876E28FFF18A26FFF0,0257DB26782D0B706E2A00098A220008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E07000A,02596E8EFFF4,025A6E40FFF6,025B6E600008,Passed,Passed,Passed,Passed,19483,23716,57773,45733,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.10,0.10,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.09,10.06,0.01,0.01,0.01,0.01,10.07,10.00,10.04,10.03,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9997,9998,9997,9999,9999,9999,10001,10.01,10.01,9991,10012,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900561,11/12/2022 03:36:11 a. m.,258.41s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1519,24.9748,5.0003,3.3351,5.0921,23.7393,16.7113,Passed,Passed,014565,2495.40,024F44D40008575400069C2F000926EC,025044AFFFF2573BFFEF9C37FFF126FC,025D9BF6,Passed,Passed,Passed,0251DB02783C0B756DF2000889E00006,0252DB1D78290B756E2400038A1D0003,0253DB1F783F0B756E3E00048A3F0003,0254DB34784A0B736DDE000989C70009,0255DAF278320B786D98000289720000,0256DB1978400B876E24FFF28A22FFF0,0257DB2E78310B716E2800078A180008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E03000D,02596E8AFFF5,025A6E3EFFF6,025B6E5E0006,Passed,Passed,Passed,Passed,20479,26516,58285,46967,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.10,0.10,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.10,10.05,0.01,0.01,0.01,0.01,10.09,10.02,10.08,10.06,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,9999,9999,10001,10000,10000,10001,10000,10.01,10.01,9991,10009,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900561,11/12/2022 03:40:33 a. m.,258.26s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1512,24.9814,5.0003,3.3353,5.0921,23.5704,16.2472,Passed,Passed,014565,2493.94,024F44D70007575900039C32001026E0,025044B3FFF0573FFFED9C3FFFE726FA,025D9BDF,Passed,Passed,Passed,0251DAF878390B766DF7000689E40004,0252DB0D78230B746E2900058A2C0003,0253DB14783C0B756E4300038A480001,0254DB2978460B736DE2000889D00007,0255DAE2782C0B766D9C000389770001,0256DB0B783C0B886E29FFF28A2BFFEF,0257DB1E782A0B6F6E2C000A8A270007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586ECFFFF3,02596F54FFDD,025A6E48FFF4,025B6E670005,Passed,Passed,Passed,Passed,20479,26661,58159,46748,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.08,0.08,0.08,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,9.99,9.85,10.06,0.01,0.01,0.01,0.01,10.09,10.00,10.05,10.06,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9997,9998,9998,10001,10000,10000,10000,10.01,10.01,9992,10014,Passed,Passed,Passed,Passed,10.00,10.01,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900561,11/12/2022 03:45:06 a. m.,257.09s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1521,24.9683,5.0003,3.3351,5.0920,23.6671,16.6785,Passed,Passed,014565,2494.65,024F44D60009575800059C34000426EB,025044B1FFF2573EFFEE9C3BFFED26FC,025D9BEA,Passed,Passed,Passed,0251DAFF78390B766DF6000789DF0006,0252DB1878250B746E2800048A230003,0253DB1B783C0B756E4200038A3E0004,0254DB3078480B736DE1000989CD0008,0255DAED782E0B776D9C000289770001,0256DB15783E0B886E28FFF18A22FFF1,0257DB28782C0B706E2C00088A280007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E06000C,02596E8CFFF6,025A6E41FFF6,025B6E610006,Passed,Passed,Passed,Passed,20479,26661,58063,47022,23.94,23.94,23.94,23.96,0,0,0,0,0.08,0.10,0.10,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.12,10.06,0.01,0.01,0.01,0.01,10.06,10.01,10.08,10.04,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.00,9988,9996,9998,9997,9998,9998,9999,10.01,10.01,9990,10012,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
S224900574,11/12/2022 03:49:43 a. m.,258.06s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1545,24.7319,5.0016,3.3223,5.0870,23.5171,16.1019,Passed,Passed,014565,2496.88,024F44DA0006576200039C64000226E8,025044DBFFF15789FFEF9C6BFFEB26F6,025D9C0E,Passed,Passed,Passed,0251DA1977B40B696E1E00068A060005,0252D9D1778C0B696E4300048A190003,0253D9F2779B0B666E4E00038A480002,0254DA0D77BC0B686E1A000889FB0008,0255D9F877A40B6A6E0F000189FCFFFF,0256DA1577C00B7C6E23FFF18A06FFF0,0257D9F477A30B666E2C00078A140007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E70000A,02596E19FFF5,025A6E5DFFF6,025B6E700005,Passed,Passed,Passed,Passed,22339,29869,59514,48338,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.11,0.10,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,10.08,10.04,0.01,0.00,0.01,0.00,10.10,10.04,10.11,10.01,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.01,10.00,10.01,10.00,10.00,10.01,10004,10005,10005,10006,10006,10007,10006,10.01,10.01,9996,10014,Passed,Passed,Passed,Passed,9.98,9.98,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,4,6,7,8,89,88,86,82
