,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S224900520,12/12/2022 11:27:01 a. m.,256.86s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1528,24.9200,5.0131,3.2984,5.0855,23.5824,16.4890,Passed,Passed,014565,2501.58,024F45040006577E00039CB0000226E2,0250453BFFF05790FFED9CB3FFEB26F7,025D9C59,Passed,Passed,Passed,0251D80A76990B4E6DE3000589C30004,0252D7A8764E0B486E5C00048A5C0002,0253D80676770B486E0E000389FC0002,0254D83976AD0B4C6E3900088A270007,0255D81476A10B516E3300028A310001,0256D81B76A20B616E59FFF18A74FFEE,0257D80A76A00B4D6E5600088A490007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E40000C,02596EBAFFF6,025A6EA6FFF5,025B6EA70005,Passed,Passed,Passed,Passed,20087,27649,60390,44358,23.94,23.94,23.94,23.96,0,0,0,0,0.11,0.12,0.12,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.01,10.01,9.87,10.01,0.01,0.01,0.00,0.01,9.99,9.95,10.02,10.07,0.01,0.00,0.00,0.05,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.00,10.00,10001,10001,10002,10002,10002,10003,10002,10.01,10.01,9989,10014,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,4,5,6,7,8,9,89,88,86,82
S224900503,12/12/2022 11:32:45 a. m.,258.67s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1530,25.0760,4.9914,3.3382,5.0847,23.6657,16.3231,Passed,Passed,014565,2490.19,024F44B80007573100029BE2000526F8,025044BFFFF15734FFEE9BE6FFED2705,025D9BA3,Passed,Passed,Passed,0251DBBD78A40B816DE0000789BB0005,0252DBC478B40B856E1300048A020004,0253DBBF788B0B7D6DD4000389C00003,0254DBA478990B7E6D8B0008894E0007,0255DBDE789C0B816DB2000489900003,0256DBE478C10B966DC9FFF189A8FFF0,0257DC1F78D20B816DA50009896F0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E1D000B,02596E16FFF5,025A6E02FFF5,025B6DF30007,Passed,Passed,Passed,Passed,25925,35100,38718,35100,23.93,23.93,23.93,23.95,0,0,0,0,0.18,0.19,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.04,10.11,10.05,0.00,0.01,0.00,0.00,10.08,10.09,10.08,10.02,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10004,10013,10012,10013,10014,10013,10013,10.01,10.01,10000,10018,Passed,Passed,Passed,Passed,10.01,10.00,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,2,4,5,6,7,15,89,88,86,82
S224900561,12/12/2022 11:38:05 a. m.,256.58s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1552,24.8314,5.0001,3.3338,5.0915,23.6032,16.2435,Passed,Passed,014565,2494.20,024F44D40007575C00049C35000226EE,025044AFFFF15740FFED9C39FFEC26FC,025D9BE3,Passed,Passed,Passed,0251DAF1782F0B756DF6000689E10006,0252DB06781C0B726E2A00058A280003,0253DB0F78370B756E4300038A450002,0254DB22783D0B736DE5000989D30008,0255DADF78220B776D9C000289700002,0256DB08783E0B886E29FFF28A2DFFEF,0257DB1C78250B6E6E2C00088A280008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E0D000B,02596E97FFF4,025A6E45FFF5,025B6E670007,Passed,Passed,Passed,Passed,22516,36766,37293,36766,23.93,23.93,23.93,23.96,0,0,0,0,0.18,0.19,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.09,10.03,10.08,10.06,0.01,0.01,0.01,0.01,10.10,10.01,10.06,10.05,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9998,10001,10001,10003,10003,10003,10001,10.01,10.01,9997,10017,Passed,Passed,Passed,Passed,10.00,10.00,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900574,12/12/2022 11:42:16 a. m.,507.53s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1557,24.7467,5.0017,3.3230,5.0873,23.5769,16.3529,Passed,Passed,014565,2498.23,024F44DD0006576200019C6DFFFD26F1,025044DBFFF05789FFEF9C69FFF126FD,025D9C24,Passed,Passed,Passed,0251DA1D77B80B696E1C00068A060005,0252D9CF77900B6A6E4200028A180002,0253D9F5779F0B676E4C00038A4E0001,0254DA1277C00B696E17000A89F70008,0255D9F677A80B6C6E0D000289F70000,0256DA1877C50B7E6E22FFF18A01FFF0,0257D9F777A70B686E2A00078A0F0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6F000A,02596E17FFF5,025A6E5AFFF6,025B6E6F0005,Passed,Passed,Passed,Passed,22692,12521,60217,48642,23.94,23.94,23.94,23.96,0,0,0,0,0.08,0.09,0.09,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,9.98,10.05,0.01,0.00,0.01,0.00,10.10,10.05,10.09,10.03,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.01,10.00,10.00,10.00,10.00,10.00,10001,10003,10004,10005,10005,10005,10006,10.01,10.01,9996,10012,Passed,Passed,Passed,Passed,9.98,9.98,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,6,7,11,8,89,88,86,82
S224900579,12/12/2022 11:47:08 a. m.,259.90s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1531,24.8235,5.0002,3.3188,5.0838,23.6960,16.3180,Passed,Passed,014565,2494.36,024F45120007575300049C40000226D6,025044FEFFEF5762FFEB9C44FFEA26F5,025D9BE6,Passed,Passed,Passed,0251D9D277910B676DD3000789C00005,0252DA0B77B70B6D6DE8000389D20002,0253D9DC77930B676E6700038A880001,0254DA1677BF0B686E2A00098A1E0008,0255DA1777BE0B706E00000189F90000,0256D9AC77A50B7E6DFCFFF089DDFFF0,0257D9F677B90B696E14000889F50007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6A000A,02596E75FFF3,025A6E31FFF4,025B6E420005,Passed,Passed,Passed,Passed,23549,37976,37293,37976,23.93,23.93,23.93,23.95,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.01,10.00,10.04,0.01,0.01,0.00,0.01,10.12,10.11,10.03,10.09,0.01,0.02,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9998,9998,9998,9999,9998,9999,9998,10.01,10.01,9978,10017,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900541,12/12/2022 11:52:23 a. m.,254.95s,1,Failed,Rotary Address 5 SW1,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1532,24.9773,4.9906,3.3311,5.0948,23.6767,16.3401,Passed,Passed,014565,2492.42,024F44D6000656FB00029C07000026E9,025044D3FFF05719FFED9C0BFFE82703,025D9BC7,Passed,Passed,Passed,0251DAC678150B736DD4000589B20004,0252DAF678300B766D73000489240003,0253DB5578770B7E6D9D0002897D0002,0254DB6778590B746DD4000789C00007,0255DAC378260B796E1B00038A060001,0256DB2B785B0B8C6DDBFFF189ADFFF0,0257DB13782D0B6F6E1C00098A1F0009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DE90009,02596DC9FFF3,025A6DF2FFF5,025B6E0D0006,Passed,Passed,Passed,Passed,24850,41588,39512,41588,23.93,23.93,23.93,23.96,0,0,0,0,0.18,0.19,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,10.01,10.07,0.01,0.00,0.01,0.01,10.13,10.11,10.09,10.12,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9999,10001,10003,10003,10000,10002,10003,10.01,10.01,9982,10016,Passed,Passed,Passed,Passed,10.02,10.02,0.01,0.01,20,40,60,80,0,,,,,,,,,,,,,,,,,
S224900530,12/12/2022 11:57:17 a. m.,261.15s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1553,24.7929,4.9945,3.3232,5.0934,23.4042,16.2995,Passed,Passed,014565,2491.97,024F44990005575100029C17000426DB,0250449FFFF0574CFFEB9C1DFFEB26F4,025D9BC0,Passed,Passed,Passed,0251DA6D77D50B6B6D9E0006896A0005,0252DA6877ED0B716DB30004898B0004,0253DA5877E20B6F6D85000389580002,0254DA4877D70B6A6E1100098A0C0007,0255DA8A77EB0B716DAA000289570001,0256DA7277EF0B816DF1FFF189E2FFEF,0257DA8277F60B6C6DF5000889D80008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DDE000B,02596E0EFFF4,025A6DDEFFF4,025B6E260006,Passed,Passed,Passed,Passed,32649,42145,35670,42145,23.93,23.93,23.93,23.96,0,0,0,0,0.17,0.18,0.13,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,9.98,10.05,0.01,0.02,0.00,0.01,10.07,10.05,10.00,10.07,0.02,0.01,0.00,0.03,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9991,9994,9994,9995,9995,9996,9995,10.01,10.01,9981,10013,Passed,Passed,Passed,Passed,9.98,9.99,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900541,12/12/2022 12:01:39 p. m.,507.71s,2,Failed,Rotary Address 5 SW1,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1520,25.0529,4.9909,3.3328,5.0955,23.6543,23.0064,Passed,Passed,014565,2492.61,024F44D7000856F700049C08FFFE26FB,025044D2FFF15715FFED9C0CFFEC2704,025D9BCA,Passed,Passed,Passed,0251DAD978220B736DD3000589B10004,0252DB0C783A0B786D6E0004891E0003,0253DB67787D0B7D6D9C0003897C0002,0254DB7678600B746DCE000989B90007,0255DAD278310B776E1700038A050001,0256DB3B785B0B8B6DD9FFF189B0FFEF,0257DB2478360B706E1900098A190009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DE5000B,02596DBFFFF4,025A6DEFFFF4,025B6E080007,Passed,Passed,Passed,Passed,21615,11943,59810,39667,23.94,23.94,23.94,23.96,0,0,0,0,0.10,0.12,0.11,0.10,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,10.11,10.05,0.01,0.00,0.01,0.01,10.13,10.12,10.12,10.14,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.00,10.00,10.00,10.00,10.01,9997,9997,9998,9998,9998,9998,9998,10.01,10.01,10002,10018,Passed,Passed,Passed,Passed,10.01,10.02,0.01,0.01,20,40,60,80,0,,,,,,,,,,,,,,,,,
S224900572,12/12/2022 12:07:16 p. m.,235.10s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1578,24.9893,4.9949,3.3160,5.0831,23.6020,16.3148,Passed,Passed,014565,2494.17,024F44C30007573300059C20000526E7,0250451DFFF15759FFEE9C24FFEE2702,025D9BE3,Passed,Passed,Passed,0251D9DD777B0B5F6DC1000789A70007,0252D9D777A40B6B6DBA000489820003,0253D9F777BA0B6C6DB9000489A40003,0254D9D577800B5E6DDD000A89B10009,0255D99F77710B666E01000289EB0001,0256D9FF77AB0B796DE9FFF189C0FFF1,0257D9CC77960B646DC90008898B0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DF7000D,02596E18FFF4,025A6DF1FFF5,025B6DD70006,Passed,Passed,Passed,Passed,23039,35950,34907,35950,23.93,23.93,23.93,23.95,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.04,10.03,10.05,10.03,0.01,0.01,0.01,0.01,10.00,10.08,10.04,10.01,0.00,0.03,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,23.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900534,12/12/2022 12:10:18 p. m.,488.43s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1538,24.8706,4.9995,3.3278,5.0846,23.5994,16.3517,Passed,Passed,014565,2494.99,024F44DD0004577000019C44FFFF26E0,025044F0FFEF5761FFED9C4BFFE726F4,025D9BF0,Passed,Passed,Passed,0251DA7977F10B6F6E4200058A3B0004,0252DA9877E70B6F6E5F00048A5D0002,0253DA9E77EE0B6C6DFA000389E90002,0254DA5B77E90B6C6E6000088A610008,0255DA8D77E20B6D6DD9000189B50000,0256DA6177EF0B826D9AFFF1895CFFF0,0257DAA078070B706DD9000A89B90007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DFA000A,02596E45FFF3,025A6E32FFF5,025B6D9D0006,Passed,Passed,Passed,Passed,21430,10423,57870,48235,23.94,23.94,23.94,23.96,0,0,0,0,0.09,0.10,0.09,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.06,9.92,10.05,0.00,0.01,0.00,0.00,10.01,10.04,10.03,10.02,0.00,0.00,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.00,10.00,10.00,10.00,10.00,10.01,10.00,9996,9995,9996,9998,9998,9996,9998,10.01,10.01,9985,10010,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,4,5,6,7,11,8,89,88,86,82
S224900572,12/12/2022 12:18:38 p. m.,263.79s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1540,25.0401,4.9952,3.3160,5.0835,23.4634,16.2492,Passed,Passed,014565,2492.87,024F44C50007573100029C21000426D8,0250451FFFF05756FFED9C27FFE926F3,025D9BCE,Passed,Passed,Passed,0251D9EA77820B616DC2000589AB0006,0252D9E677A60B6C6DB9000489860003,0253DA0777BD0B6C6DB80003899D0004,0254D9E077820B5E6DDA000A89AC0009,0255D9A777760B646DFE000289E90002,0256DA0877A50B786DE8FFF189BFFFF1,0257D9D477970B646DC7000A89860009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586DF6000B,02596E0FFFF4,025A6DEFFFF4,025B6DD30006,Passed,Passed,Passed,Passed,22866,19483,57870,46803,23.91,23.91,23.91,23.93,0,0,0,0,0.10,0.12,0.11,0.09,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,10.10,10.02,0.01,0.01,0.01,0.01,9.99,10.08,10.03,10.00,0.00,0.03,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.00,10.01,10.00,10.00,10.01,10.00,9993,9995,9996,9997,9995,9996,9998,10.01,10.01,9980,10010,Passed,Passed,Passed,Passed,9.98,9.98,0.01,0.01,10,20,30,40,50,40,60,70,140,1,2,3,4,5,6,7,11,8,89,88,86,82
S224900560,12/12/2022 12:23:49 p. m.,233.19s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1557,24.8819,5.0011,3.3310,5.0819,23.3937,16.0576,Passed,Passed,014565,2497.60,024F44E40005576900019C5D000226E7,02504502FFF15760FFEE9C62FFEC26FF,025D9C1A,Passed,Passed,Passed,0251DAD678230B756DB30005898B0005,0252DAA977FE0B726E2500048A140003,0253DA8977EE0B6F6E4D00028A360003,0254DAB877F70B6B6E2600098A160007,0255DA7977DE0B706E1B00038A070001,0256DA7778020B856D99FFF2895CFFF0,0257DAA877F70B6C6E2100098A020008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E4C000B,02596E70FFF6,025A6E38FFF5,025B6E380005,Passed,Passed,Passed,Passed,28460,38555,40051,38555,23.93,23.93,23.93,23.96,0,0,0,0,0.17,0.18,0.13,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,9.91,10.05,0.01,0.01,0.01,0.00,10.06,10.10,10.04,10.09,0.00,0.01,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,23.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900549,12/12/2022 12:27:33 p. m.,463.65s,2,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1555,24.8143,4.9987,3.3214,5.0836,23.4827,16.3958,Passed,Passed,014565,2493.59,024F44FB0006573100029C35FFFA26EC,025044C0FFF15750FFEE9C3BFFEE26F5,025D9BD9,Passed,Passed,Passed,0251DA2677AF0B676E2E000589FC0005,0252DA3877C50B6E6DC3000489900002,0253DA2D77C20B6A6DE6000389DF0002,0254D9DD779C0B656E0B000989E40008,0255DA0177B70B6D6E3600018A150000,0256DA3E77D10B7D6E54FFF18A44FFF1,0257DA4477E10B6E6DC30007898F0006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E45000A,02596E69FFF6,025A6E03FFF5,025B6E440005,Passed,Passed,Passed,Passed,22692,18651,53586,45848,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.06,10.04,10.01,10.04,0.01,0.01,0.01,0.01,10.09,9.99,10.02,10.07,0.00,0.02,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,23.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900549,12/12/2022 12:32:44 p. m.,266.85s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1521,24.9116,4.9986,3.3208,5.0844,23.7572,23.0929,Passed,Passed,014565,2495.19,024F44F70007572D00049C31000326F0,025044C0FFF2574CFFEF9C38FFEA2704,025D9BF3,Passed,Passed,Passed,0251DA2777AF0B666E28000689F90006,0252DA3877C80B6D6DC20004898B0002,0253DA2E77CA0B6C6DE1000389D70003,0254D9E0779F0B656E0C000889E50008,0255DA0577B70B6E6E3600018A0D0001,0256DA4077DD0B7F6E51FFF28A3DFFF1,0257DA4877E70B6E6DC20007898B0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E43000B,02596E6FFFF6,025A6E04FFF5,025B6E440005,Passed,Passed,Passed,Passed,29494,38391,34214,38391,23.93,23.93,23.93,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.03,9.99,10.04,0.01,0.01,0.01,0.01,10.12,9.99,10.00,10.05,0.00,0.02,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.02,10.01,10.01,10.01,10.01,10.01,10.01,10001,10003,10003,10004,10002,10003,10002,10.01,10.01,9989,10016,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,80,88,86,82
S224900560,12/12/2022 12:37:02 p. m.,524.79s,2,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1532,24.9401,5.0014,3.3308,5.0821,23.3627,16.0074,Passed,Passed,014565,2498.11,024F44E80006576600049C61000426F9,02504503FFEF575EFFF09C68FFE82706,025D9C22,Passed,Passed,Passed,0251DAD8782B0B756DB40007898A0006,0252DAAE78060B736E2300048A0A0004,0253DA9277F20B6E6E4C00058A3A0002,0254DAB777FC0B6B6E2400088A140007,0255DA7577E80B706E1900028A060001,0256DA7577FF0B836D98FFF2895AFFF1,0257DAA577FA0B6C6E21000889FD0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E4A000A,02596E67FFF6,025A6E35FFF6,025B6E340006,Passed,Passed,Passed,Passed,20479,16173,60504,42821,23.94,23.94,23.94,23.96,0,0,0,0,0.07,0.09,0.08,0.07,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.08,10.03,10.03,10.06,0.01,0.01,0.00,0.00,10.09,10.09,10.03,10.10,0.00,0.01,0.00,0.00,80.00,80.00,10.09,10.09,10.09,10.09,10.09,10.09,10.09,10.01,10.01,10.00,10.00,10.00,10.00,10.00,10001,10004,10005,10006,10006,10007,10007,10.01,10.01,10002,10015,Passed,Passed,Passed,Passed,10.00,10.00,0.01,0.01,10,20,30,40,50,60,70,60,80,1,2,3,4,5,6,7,11,8,89,88,86,82
S224900509,12/12/2022 12:39:44 p. m.,127.43s,1,Failed,UI5 Calibration,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1572,24.9007,4.9972,3.3097,5.0972,23.3164,16.3158,Passed,Passed,014565,2495.07,024F44D40007571E00069C2C000526EC,02504502FFF2574CFFEF9C32FFEC2704,025D9BF1,Passed,Passed,Passed,0251D95E77600B616DF0000889C90007,0252D98777600B616DC0000489950003,0253D9B777930B676DE9000589DC0004,0254D98477750B606DF9000A89D70009,0256D9BF77740B646DE2000289D30001,00000000,0257D98977440B586E3600098A280008,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900529,12/12/2022 12:41:41 p. m.,247.39s,2,Failed,UI5 Calibration,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1560,24.9288,4.9977,3.3173,5.0983,23.4096,16.1766,Passed,Passed,014565,2494.86,024F44F70005574200039C30000626EA,025044E1FFEF5761FFED9C33FFF226F8,025D9BEE,Passed,Passed,Passed,0251DA4F77E30B6F6E2900048A010004,0252D9EC77A00B6A6DEB000589C80003,0253DA0477B00B6A6DED000189BF0002,0254D9D777870B616E2A000789F70008,0256D99A777D0B666E8200028A7D0003,00000000,0257D9A1776D0B5E6DE4000B89C4000A,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
