,,,,,TestName,Presence Rivet 1,Presence Rivet 2,Presence Rivet 3,Presence Rivet 4,Presence Rivet 5,Presence Rivet 6,Presence Rivet 7,Presence Rivet 8,UUT Current Measurment,24 VDC Measurment,5 VDC Measurment,3.3 VDC Measurment,5V_Pressure_Transducer Measurment,VDC w/18 VAC Power,VDC w/7 VAC Power,Program & Verify Hardware,Program & Verify Serial Number,Verify Software Number,2.5V_Buf Reference,UIO1 Data Calibrated,UIO2 Data Calibrated,2.5V Reference Data Calibrated,UIO1 Calibration,UIO2 Calibration,2.5V Reference Calibration,UI1 Data Calibrated,UI2 Data Calibrated,UI3 Data Calibrated,UI4 Data Calibrated,UI5 Data Calibrated,UI6 Data Calibrated,UI7 Data Calibrated,UI1 Calibration,UI2 Calibration,UI3 Calibration,UI4 Calibration,UI5 Calibration,UI6 Calibration,UI7 Calibration,AO1 Data Calibrated,AO2 Data Calibrated,AO3 Data Calibrated,AO4 Data Calibrated,AO1 Calibration,AO2 Calibration,AO3 Calibration,AO4 Calibration,Binary Output 1 Led ON,Binary Output 2 Led ON,Binary Output 3 Led ON,Binary Output 4 Led ON,24 VAC Binary Output 1,24 VAC Binary Output 2,24 VAC Binary Output 3,24 VAC Binary Output 4,Binary Output 1 Led OFF,Binary Output 2 Led OFF,Binary Output 3 Led OFF,Binary Output 4 Led OFF,0 VAC Binary Output 1,0 VAC Binary Output 2,0 VAC Binary Output 3,0 VAC Binary Output 4,Binary Input 1 High,Binary Input 2 High,Binary Input 3 High,Binary Input 4 High,Binary Input 5 High,Binary Input 6 High,Binary Input 1 Low,Binary Input 2 Low,Binary Input 3 Low,Binary Input 4 Low,Binary Input 5 Low,Binary Input 6 Low,AO1 Voltage Output Mode 10V,AO2 Voltage Output Mode 10V,AO3 Voltage Output Mode 10V,AO4 Voltage Output Mode 10V,AO1 Voltage Output Mode 0V,AO2 Voltage Output Mode 0V,AO3 Voltage Output Mode 0V,AO4 Voltage Output Mode 0V,AO1 Current Output Mode 10 mA,AO2 Current Output Mode 10 mA,AO3 Current Output Mode 10 mA,AO4 Current Output Mode 10 mA,AO1 Current Output Mode 0 mA,AO2 Current Output Mode 0 mA,AO3 Current Output Mode 0 mA,AO4 Current Output Mode 0 mA,AO3 PWM Output Mode 80Hz,AO4 PWM Output Mode 80Hz,UI1 Voltage Input Mode 10V,UI2 Voltage Input Mode 10V,UI3 Voltage Input Mode 10V,UI4 Voltage Input Mode 10V,UI5 Voltage Input Mode 10V,UI6 Voltage Input Mode 10V,UI7 Voltage Input Mode 10V,UI1 Current Input Mode 10mA,UI2 Current Input Mode 10mA,UI3 Current Input Mode 10mA,UI4 Current Input Mode 10mA,UI5 Current Input Mode 10mA,UI6 Current Input Mode 10mA,UI7 Current Input Mode 10mA,UI1 Resistance Input Mode 10k,UI2 Resistance Input Mode 10k,UI3 Resistance Input Mode 10k,UI4 Resistance Input Mode 10k,UI5 Resistance Input Mode 10k,UI6 Resistance Input Mode 10k,UI7 Resistance Input Mode 10k,UIO1 Current Input Mode 10mA,UIO2 Current Input Mode 10mA,UIO1 Resistance Input Mode 10k,UIO2 Resistance Input Mode 10k,UIO1 Binary Input Mode "0",UIO2 Binary Input Mode "0",UIO1 Binary Input Mode "1",UIO2 Binary Input Mode "1",UIO1 Voltage Output Mode 10V,UIO2 Voltage Output Mode 10V,UIO1 Voltage Output Mode 0V,UIO2 Voltage Output Mode 0V,Rotary Address 1 SW1,Rotary Address 2 SW1,Rotary Address 3 SW1,Rotary Address 4 SW1,Rotary Address 5 SW1,Rotary Address 6 SW1,Rotary Address 7 SW1,Rotary Address 8 SW1,Rotary Address 9 SW1,Rotary Address 1 SW2,Rotary Address 2 SW2,Rotary Address 3 SW2,Rotary Address 4 SW2,Rotary Address 5 SW2,Rotary Address 6 SW2,Rotary Address 7 SW2,Rotary Address 8 SW2,Rotary Address 9 SW2,J11 Address J11.1,J11 Address J11.3,J11 Address J11.5,J11 Address J11.7
S224900574,10/12/2022 10:52:04 a. m.,264.25s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1558,24.7611,5.0016,3.3231,5.0868,23.5863,16.5333,Passed,Passed,014565,2498.26,024F44D80006576000029C65000426F7,025044DBFFF05788FFEC9C6AFFED2702,025D9C24,Passed,Passed,Passed,0251DA1977B40B696E1B00058A030004,0252D9C7778C0B686E4300048A160003,0253D9E3779E0B686E4F00028A460002,0254DA1177BF0B696E1A000789F50008,0255D9F877A30B6C6E0F000189F50000,0256DA1677CC0B7F6E23FFF18A04FFEF,0257D9F477A60B666E2B00078A110007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E710009,02596E1AFFF4,025A6E5EFFF5,025B6E730005,Passed,Passed,Passed,Passed,32540,43540,38636,43540,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.08,10.05,0.01,0.00,0.01,0.00,10.15,10.05,10.08,10.03,0.00,0.00,0.01,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10005,10006,10006,10006,10007,10007,10007,10.01,10.01,10001,10017,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900574,10/12/2022 10:56:39 a. m.,259.38s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1526,24.8568,5.0019,3.3244,5.0873,23.5651,16.3824,Passed,Passed,014565,2496.59,024F44DA0005575F00019C68000226E3,025044DCFFF05786FFEE9C6CFFEE26F2,025D9C09,Passed,Passed,Passed,0251DA2A77C00B6B6E1B000489FD0004,0252D9D777990B696E4300038A160002,0253DA0577AC0B6A6E4E00018A400001,0254DA2277CB0B6B6E19000789FE0006,0255DA0777AE0B6C6E0F000289F40000,0256DA2677D90B816E22FFF18A02FFF0,0257DA0577B10B676E2B00088A110007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E700009,02596E1AFFF4,025A6E5DFFF5,025B6E730005,Passed,Passed,Passed,Passed,32431,43540,38718,43540,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,9.98,10.05,0.01,0.00,0.01,0.00,10.10,10.05,10.11,10.03,0.00,0.00,0.01,0.00,80.00,80.00,10.09,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9998,9999,9999,10001,10001,10000,10001,10.01,10.01,9992,10015,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,40,60,70,100,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900574,10/12/2022 11:01:03 a. m.,258.92s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1520,24.8883,5.0020,3.3252,5.0875,23.1428,15.9267,Passed,Passed,014565,2497.87,024F44D90006575C00039C67000126F5,025044DCFFF05785FFEE9C6CFFEB26FE,025D9C1E,Passed,Passed,Passed,0251DA3677C40B6A6E19000789FD0005,0252D9E8779D0B6A6E4000038A160001,0253DA1277B00B6A6E4B00048A3D0002,0254DA2F77CF0B6A6E18000889FA0007,0255DA1777B40B6E6E0D000089F5FFFF,0256DA3377DC0B806E21FFF189FEFFF0,0257DA1377B70B686E2900078A120006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E6D000B,02596E18FFF4,025A6E5CFFF5,025B6E6F0005,Passed,Passed,Passed,Passed,31988,43151,38718,43151,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,10.03,10.05,0.01,0.00,0.01,0.00,10.12,10.03,10.10,10.02,0.00,0.00,0.01,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9993,9999,9999,10000,10000,10001,10001,10.01,10.01,9999,10015,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,40,60,70,100,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900514,10/12/2022 11:05:28 a. m.,234.90s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1555,24.7936,4.9935,3.3183,5.0697,23.4607,16.1553,Passed,Passed,014565,2492.55,024F44DE0006572E00049C15000026F2,0250451BFFF156FEFFED9C17FFEC26FE,025D9BC9,Passed,Passed,Passed,0251DA4477D60B6D6DDE000689C90004,0252DA1677B70B6A6E0E000489EA0004,0253DA1077C00B6C6DC0000489990002,0254D9D977950B646E2300088A1B0007,0255DA1877C20B6F6DB6000389950002,0256D9EC77AF0B7B6E0DFFF189EFFFF1,0257DA3F77D90B6B6DB60008898D0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E05000B,02596E45FFF5,025A6DF5FFF5,025B6E010006,Passed,Passed,Passed,Passed,26661,43475,38473,43475,23.93,23.93,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,10.07,10.04,0.00,0.01,0.00,0.00,9.99,10.05,10.02,10.01,0.00,0.04,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,23.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900514,10/12/2022 11:09:56 a. m.,263.03s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1511,24.9021,4.9935,3.3204,5.0701,23.5601,22.9369,Passed,Passed,014565,2493.29,024F44DF0007572A00039C15000326EF,0250451CFFF156FCFFED9C1AFFEC2702,025D9BD5,Passed,Passed,Passed,0251DA5077D60B6D6DDE000589C00005,0252DA2577B70B6B6E0E000489E60004,0253DA2177C10B6D6DC0000389950002,0254D9E377940B646E2300088A1A0007,0255DA2277C00B6E6DB70003898C0004,0256D9F677AE0B7B6E0CFFF189F0FFF1,0257DA4977D80B6B6DB70009898C0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E03000A,02596E45FFF5,025A6DF4FFF5,025B6DFF0007,Passed,Passed,Passed,Passed,29240,45500,38473,45500,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,9.94,10.04,0.00,0.01,0.00,0.00,10.02,10.07,10.01,10.05,0.00,0.04,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9997,10001,9999,10000,10000,10000,10000,10.01,10.01,9992,10016,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900514,10/12/2022 11:14:23 a. m.,259.97s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1505,24.9215,4.9936,3.3200,5.0704,23.2817,16.1252,Passed,Passed,014565,2491.95,024F44E00007572B00049C16000326F4,0250451CFFF156FCFFF09C1BFFEC26F9,025D9BBF,Passed,Passed,Passed,0251DA4977D50B6D6DDE000689C90004,0252DA2177B70B6C6E0E000389E70003,0253DA1D77C00B6C6DBF000489950002,0254D9DE77930B646E2300088A1A0007,0255DA1D77C00B706DB70002899B0001,0256D9F077AC0B7B6E0DFFF289F0FFF1,0257DA4477D80B6B6DB60008898D0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E03000B,02596E44FFF5,025A6DF4FFF6,025B6E000005,Passed,Passed,Passed,Passed,24532,41868,37807,41868,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.18,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.02,10.05,10.04,0.00,0.01,0.00,0.00,9.99,10.05,10.02,10.02,0.00,0.04,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9998,10000,9999,10000,10000,10001,10001,10.01,10.01,10008,10018,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900514,10/12/2022 11:20:21 a. m.,260.06s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1517,24.8778,4.9935,3.3202,5.0700,23.6298,16.2601,Passed,Passed,014565,2491.76,024F44E10006572C00059C18000326EC,0250451DFFF256FCFFF19C1DFFEC26F7,025D9BBC,Passed,Passed,Passed,0251DA4A77D20B6C6DE0000789C00007,0252DA2577B80B6C6E0E000289EB0002,0253DA1F77BE0B6B6DC20004899B0003,0254D9DF77900B636E2400098A1A0008,0255DA2177C00B706DB90001899A0000,0256D9F277AA0B7A6E0EFFF289EFFFF3,0257DA4877D80B6C6DB80007898B0006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E04000C,02596E46FFF6,025A6DF6FFF7,025B6E010004,Passed,Passed,Passed,Passed,28854,45441,38473,45441,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.07,10.02,10.07,10.04,0.00,0.01,0.00,0.00,9.99,10.06,10.03,10.02,0.00,0.04,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10001,10001,10000,10001,10001,10000,10001,10.01,10.01,9998,10016,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900542,10/12/2022 11:22:51 a. m.,4.44s,1,Failed,Presence Rivet 8,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900542,10/12/2022 11:23:38 a. m.,4.43s,1,Failed,Presence Rivet 8,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900535,10/12/2022 11:28:32 a. m.,235.10s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1566,24.8128,4.9929,3.3115,5.0827,23.2659,16.2594,Passed,Passed,014565,2492.78,024F45080007575B00029C0D000426F2,025044C2FFF05737FFED9C13FFEB2703,025D9BCD,Passed,Passed,Passed,0251DA1D77BD0B6A6DD2000689A40004,0252D9A477700B636DCE000389AE0004,0253D9C6779C0B686DAB000389780003,0254D99E77630B5D6D760008893C0008,0255D9A0776B0B656DF0000289CA0002,0256D9D177A80B7B6DDBFFF18995FFF0,0257D99D77750B606DE6000989C90009,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E15000A,02596E33FFF4,025A6E5AFFF5,025B6E4C0006,Passed,Passed,Passed,Passed,31988,43151,39039,43151,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.12,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.03,10.01,10.04,0.01,0.01,0.00,0.01,10.03,10.02,9.98,10.05,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,23.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900535,10/12/2022 11:33:54 a. m.,263.30s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1539,24.9063,4.9928,3.3113,5.0829,23.2938,22.7400,Passed,Passed,014565,2400.63,024F45080007575400049C0B0006240D,025044C2FFF15730FFEE9C10FFEE2420,025D960A,Passed,Passed,Passed,0251DA1B77BE0B6B6DCF0006899A0005,0252D9A377700B666DCB000489A80002,0253D9DC779E0B696DA8000389740003,0254D99C77630B5D6D72000889320009,0255D99F776B0B666DED000189C50000,0256D9D077A70B7C6DD8FFF18996FFF0,0257D99D77770B626DE3000889C50008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E11000A,02596E31FFF4,025A6E57FFF5,025B6E480005,Passed,Passed,Passed,Passed,31421,42553,38718,42553,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.05,10.01,9.89,10.04,0.01,0.01,0.00,0.01,10.07,10.03,9.97,10.04,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10006,10008,10007,10008,10009,10009,10008,10.01,10.01,9991,10017,Passed,Passed,Passed,Passed,9.99,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900535,10/12/2022 11:38:28 a. m.,259.56s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1529,24.9567,4.9927,3.3115,5.0829,23.5268,16.2362,Passed,Passed,014565,2490.70,024F45080006575100079C0C000126D9,025044C1FFF15730FFEC9C0FFFED26F2,025D9BAB,Passed,Passed,Passed,0251DA3277CE0B6C6DCD000689960005,0252D9BF77820B666DC8000389A30003,0253D9F477AF0B6A6DA70002896F0002,0254D9B377740B5F6D6F000989320008,0255D9B7777B0B676DEB000189C50000,0256D9E777B80B7D6DD4FFF18991FFF1,0257D9B377860B626DE1000889C40008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E0E000A,02596E2FFFF4,025A6E54FFF5,025B6E460005,Passed,Passed,Passed,Passed,31988,43019,38959,43019,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.02,10.04,10.03,0.01,0.01,0.00,0.01,10.03,10.03,9.97,10.04,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10001,10001,10001,10002,10002,10002,10003,10.01,10.01,9984,10016,Passed,Passed,Passed,Passed,9.96,9.97,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900535,10/12/2022 11:42:51 a. m.,259.27s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1529,24.9857,4.9927,3.3123,5.0829,23.4937,22.8097,Passed,Passed,014565,2490.66,024F45070006575100049C07000326EB,025044C0FFF1572DFFEE9C0DFFEC26F4,025D9BAB,Passed,Passed,Passed,0251DA3A77D30B6C6DCB000789950005,0252D9C377890B686DC6000289A40000,0253D9FC77B50B6A6DA30004896F0002,0254D9BA777A0B5F6D6D0009892D0009,0255D9BD77830B696DE9000189C00000,0256D9ED77BF0B7D6DD2FFF2898CFFF1,0257D9BC778E0B646DDE000889BB0007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E0B000B,02596E2BFFF5,025A6E52FFF5,025B6E420004,Passed,Passed,Passed,Passed,32099,43019,38959,43019,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.01,9.90,10.02,0.01,0.01,0.00,0.01,10.05,10.03,9.97,10.05,0.00,0.00,0.00,0.00,80.00,80.00,10.10,10.10,10.10,10.09,10.10,10.10,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,10002,10001,10001,10002,10001,10001,10002,10.01,10.01,9997,10016,Passed,Passed,Passed,Passed,9.96,9.98,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900542,10/12/2022 11:43:28 a. m.,4.44s,1,Failed,Presence Rivet 8,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900542,10/12/2022 11:43:48 a. m.,4.44s,1,Failed,Presence Rivet 8,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900520,10/12/2022 11:47:59 a. m.,234.29s,1,Failed,UI6 Voltage Input Mode 10V,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1545,24.9211,5.0131,3.2986,5.0848,23.2713,15.9660,Passed,Passed,014565,2503.03,024F45020007577F00009CB2000226F5,0250453EFFF0578FFFED9CB6FFEC2706,025D9C70,Passed,Passed,Passed,0251D80176910B4D6DE2000689BC0005,0252D79776480B466E5F00048A590003,0253D7FC76740B486E12000489FE0002,0254D83476AA0B4D6E3E00088A290007,0255D80F769A0B516E3800028A320001,0256D81476A70B626E5CFFF08A72FFF0,0257D803769E0B4C6E5800098A4A0008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E44000A,02596EBEFFF4,025A6EAAFFF5,025B6EAB0006,Passed,Passed,Passed,Passed,30480,44358,35100,44358,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.01,9.93,10.00,0.02,0.01,0.01,0.01,9.96,9.94,9.98,10.05,0.02,0.00,0.00,0.05,80.00,80.00,10.10,10.10,10.10,10.09,10.10,23.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S224900520,10/12/2022 11:52:32 a. m.,265.59s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1516,25.0298,5.0132,3.3000,5.0849,22.9874,16.2556,Passed,Passed,014565,2501.46,024F45020008577A00039CB2000226DC,0250453FFFF1578DFFEE9CB7FFEA26F9,025D9C57,Passed,Passed,Passed,0251D81176940B4C6DE1000689B60005,0252D7AC764B0B476E5E00048A540003,0253D80D76780B486E12000389F80003,0254D84676AD0B4C6E3C00098A250008,0255D822769D0B526E3600028A2A0002,0256D82576A90B616E5BFFF18A71FFF0,0257D81576A20B4D6E5700088A450007,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E42000A,02596EBEFFF4,025A6EAAFFF4,025B6EA80007,Passed,Passed,Passed,Passed,29869,43668,35196,43668,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.17,0.13,0.11,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.03,10.01,9.95,10.00,0.02,0.01,0.01,0.01,9.98,9.93,9.99,10.06,0.02,0.00,0.00,0.05,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9998,10000,9999,10000,9999,10000,9999,10.01,10.01,9979,10019,Passed,Passed,Passed,Passed,9.95,9.98,0.01,0.01,10,20,30,20,40,50,60,70,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900520,10/12/2022 11:56:57 a. m.,259.98s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1506,25.0555,5.0132,3.3002,5.0849,23.4320,22.7223,Passed,Passed,014565,2501.25,024F45020007577800049CB0000326DB,0250453EFFF0578AFFF09CB7FFE826F6,025D9C54,Passed,Passed,Passed,0251D81776980B4D6DDE000789B60005,0252D7B576520B486E5B00048A540001,0253D813767B0B486E0F000489F90002,0254D84C76B10B4C6E3A00098A1F0008,0255D82A76A20B536E3400008A2EFFFF,0256D82C76AD0B626E59FFF18A67FFF0,0257D81C76A70B4E6E5500078A450006,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E3F000A,02596EBBFFF4,025A6EA7FFF5,025B6EA60005,Passed,Passed,Passed,Passed,30116,43795,35196,43795,23.94,23.94,23.94,23.96,0,0,0,0,0.18,0.19,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.01,10.01,9.98,10.00,0.02,0.01,0.01,0.01,10.00,9.94,9.99,10.06,0.01,0.00,0.00,0.05,80.00,80.00,10.10,10.10,10.10,10.10,10.09,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9995,9997,9998,9999,10000,9999,9998,10.01,10.01,9981,10014,Passed,Passed,Passed,Passed,9.95,9.99,0.01,0.01,10,20,30,40,50,40,60,70,80,1,2,3,2,4,5,6,7,8,89,88,86,82
S224900520,10/12/2022 12:02:20 p. m.,259.37s,1,Passed,,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,0.1517,25.0245,5.0132,3.3000,5.0849,23.2576,22.7177,Passed,Passed,014565,2501.32,024F45050006577A00039CB4000326E5,0250453FFFF1578CFFEF9CBAFFEA26F8,025D9C55,Passed,Passed,Passed,0251D81076940B4D6DE1000789B60006,0252D7AC764D0B476E5E00048A590002,0253D80C76770B496E12000489FE0002,0254D84576AE0B4C6E3C00098A200008,0255D820769D0B526E3800028A2D0001,0256D82476AA0B626E5CFFF08A70FFEF,0257D81476A20B4D6E5700088A450008,Passed,Passed,Passed,Passed,Passed,Passed,Passed,02586E42000A,02596EBEFFF4,025A6EABFFF4,025B6EA90006,Passed,Passed,Passed,Passed,29993,43731,35292,43731,23.94,23.94,23.94,23.96,0,0,0,0,0.17,0.18,0.14,0.13,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,Passed,10.01,10.01,10.01,10.00,0.02,0.01,0.01,0.01,9.96,9.92,9.99,10.04,0.01,0.00,0.00,0.05,80.00,80.00,10.10,10.10,10.10,10.10,10.10,10.09,10.10,10.01,10.01,10.01,10.01,10.01,10.01,10.01,9994,9996,9999,9997,9999,10000,9998,10.01,10.01,9992,10019,Passed,Passed,Passed,Passed,9.98,9.98,0.01,0.01,10,20,30,40,50,60,70,80,90,1,2,3,2,4,5,6,7,8,89,88,86,82
